Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Quantity,Discount,Sales,Profit
1206,ORD-2206,2024-11-16,2024-11-22,Standard Class,CUST-1005,Aadhya Singh,Consumer,North,Office Supplies,Paper,7,0.0,725.06,159.51
1207,ORD-2207,2024-04-09,2024-04-10,First Class,CUST-1006,Riya Nair,Corporate,West,Furniture,Bookcases,10,0.15,7007.56,420.45
1208,ORD-2208,2023-06-27,2023-06-29,Second Class,CUST-1007,Ananya Malhotra,Consumer,West,Office Supplies,Labels,6,0.15,494.47,79.12
1209,ORD-2209,2023-05-07,2023-05-07,Same Day,CUST-1008,Vihaan Malhotra,Corporate,West,Furniture,Furnishings,2,0.15,1339.29,80.36
1210,ORD-2210,2023-08-02,2023-08-06,Standard Class,CUST-1009,Diya Kumar,Consumer,West,Technology,Copiers,4,0.1,1791.59,197.07
1211,ORD-2211,2024-09-11,2024-09-12,First Class,CUST-1010,Aadhya Sharma,Consumer,West,Technology,Machines,3,0.15,1591.76,143.26
1212,ORD-2212,2024-11-01,2024-11-05,Second Class,CUST-1011,Diya Iyer,Corporate,West,Furniture,Chairs,8,0.0,1518.72,182.25
1213,ORD-2213,2023-04-13,2023-04-16,Second Class,CUST-1012,Vivaan Mehta,Home Office,North,Office Supplies,Paper,8,0.3,295.57,29.56
1214,ORD-2214,2023-01-29,2023-01-31,First Class,CUST-1013,Riya Nair,Home Office,East,Office Supplies,Art,4,0.2,180.17,25.22
1215,ORD-2215,2023-01-15,2023-01-22,Standard Class,CUST-1014,Navya Rao,Consumer,West,Office Supplies,Paper,10,0.0,271.28,59.68
1216,ORD-2216,2024-05-01,2024-05-03,First Class,CUST-1015,Vivaan Sharma,Consumer,East,Office Supplies,Paper,10,0.2,903.61,126.51
1217,ORD-2217,2023-07-21,2023-07-23,Second Class,CUST-1016,Aarav Sharma,Consumer,East,Furniture,Bookcases,2,0.1,942.54,75.4
1218,ORD-2218,2023-08-10,2023-08-14,Standard Class,CUST-1017,Aditya Verma,Corporate,North,Technology,Phones,4,0.1,426.11,46.87
1219,ORD-2219,2024-05-22,2024-05-23,First Class,CUST-1018,Ishaan Chopra,Consumer,North,Technology,Machines,7,0.0,1476.24,221.44
1220,ORD-2220,2024-04-10,2024-04-12,Second Class,CUST-1019,Rohan Rao,Home Office,North,Furniture,Tables,3,0.0,691.82,83.02
1221,ORD-2221,2024-08-24,2024-08-31,Standard Class,CUST-1020,Kiara Malhotra,Corporate,North,Technology,Phones,8,0.15,632.41,56.92
1222,ORD-2222,2023-11-20,2023-11-24,Second Class,CUST-1021,Rohan Chopra,Corporate,West,Office Supplies,Binders,9,0.3,955.18,95.52
1223,ORD-2223,2023-04-25,2023-04-27,First Class,CUST-1022,Riya Desai,Consumer,North,Furniture,Chairs,2,0.3,400.4,-0.0
1224,ORD-2224,2023-09-19,2023-09-24,Standard Class,CUST-1023,Vivaan Desai,Consumer,South,Technology,Copiers,1,0.0,711.47,106.72
1225,ORD-2225,2024-08-01,2024-08-06,Standard Class,CUST-1024,Vivaan Sharma,Consumer,North,Office Supplies,Labels,7,0.2,582.34,81.53
1226,ORD-2226,2023-08-24,2023-08-29,Standard Class,CUST-1025,Sai Verma,Home Office,North,Office Supplies,Art,4,0.0,262.78,57.81
1227,ORD-2227,2023-06-22,2023-06-26,Second Class,CUST-1026,Aarav Reddy,Corporate,North,Technology,Copiers,6,0.0,2194.89,329.23
1228,ORD-2228,2024-02-17,2024-02-21,Standard Class,CUST-1027,Riya Verma,Consumer,East,Office Supplies,Binders,2,0.1,100.32,18.06
1229,ORD-2229,2023-08-29,2023-09-02,Second Class,CUST-1028,Saanvi Sharma,Corporate,South,Technology,Copiers,9,0.2,7087.99,496.16
1230,ORD-2230,2024-02-02,2024-02-06,Standard Class,CUST-1029,Vihaan Desai,Corporate,North,Technology,Machines,2,0.3,1267.12,38.01
1231,ORD-2231,2024-11-09,2024-11-11,Second Class,CUST-1030,Rohan Gupta,Consumer,East,Office Supplies,Storage,1,0.0,34.87,7.67
1232,ORD-2232,2023-09-02,2023-09-04,Second Class,CUST-1031,Ishaan Patel,Home Office,South,Office Supplies,Art,10,0.0,364.34,80.15
1233,ORD-2233,2024-07-17,2024-07-23,Standard Class,CUST-1032,Aditya Chopra,Corporate,West,Technology,Accessories,9,0.0,3353.52,503.03
1234,ORD-2234,2024-02-05,2024-02-07,Second Class,CUST-1033,Arjun Iyer,Consumer,East,Office Supplies,Binders,4,0.0,184.92,40.68
1235,ORD-2235,2024-04-10,2024-04-15,Standard Class,CUST-1034,Arjun Kumar,Home Office,South,Furniture,Chairs,12,0.3,3846.6,-0.0
1236,ORD-2236,2023-12-21,2023-12-26,Standard Class,CUST-1035,Kiara Mehta,Consumer,South,Technology,Copiers,3,0.0,1926.53,288.98
1237,ORD-2237,2024-06-18,2024-06-20,First Class,CUST-1036,Riya Chopra,Consumer,North,Furniture,Tables,11,0.15,4520.48,271.23
1238,ORD-2238,2023-01-12,2023-01-15,Second Class,CUST-1037,Ishaan Patel,Home Office,South,Technology,Accessories,7,0.0,3450.43,517.56
1239,ORD-2239,2023-11-04,2023-11-09,Standard Class,CUST-1038,Myra Chopra,Consumer,West,Furniture,Chairs,12,0.0,8817.73,1058.13
1240,ORD-2240,2023-12-25,2024-01-01,Standard Class,CUST-1039,Ananya Malhotra,Corporate,South,Office Supplies,Art,2,0.3,35.52,3.55
1241,ORD-2241,2024-06-05,2024-06-09,Second Class,CUST-1040,Arjun Rao,Home Office,South,Technology,Machines,3,0.2,3929.86,275.09
1242,ORD-2242,2023-10-04,2023-10-11,Standard Class,CUST-1041,Reyansh Reddy,Corporate,South,Office Supplies,Binders,1,0.1,113.61,20.45
1243,ORD-2243,2023-05-09,2023-05-13,Second Class,CUST-1042,Saanvi Kumar,Consumer,West,Technology,Machines,3,0.1,1564.43,172.09
1244,ORD-2244,2023-06-17,2023-06-22,Standard Class,CUST-1043,Rohan Joshi,Corporate,East,Furniture,Furnishings,2,0.1,1374.41,109.95
1245,ORD-2245,2024-06-27,2024-07-03,Standard Class,CUST-1044,Riya Malhotra,Consumer,North,Technology,Copiers,5,0.15,5821.31,523.92
1246,ORD-2246,2024-07-03,2024-07-09,Standard Class,CUST-1045,Vihaan Sharma,Consumer,South,Office Supplies,Binders,3,0.0,296.24,65.17
1247,ORD-2247,2023-02-22,2023-02-27,Standard Class,CUST-1046,Arjun Verma,Home Office,West,Office Supplies,Binders,12,0.3,1150.03,115.0
1248,ORD-2248,2024-12-16,2024-12-17,First Class,CUST-1047,Vivaan Verma,Corporate,East,Office Supplies,Labels,2,0.0,17.46,3.84
1249,ORD-2249,2024-10-29,2024-11-02,Standard Class,CUST-1048,Diya Joshi,Home Office,North,Technology,Copiers,12,0.1,1441.57,158.57
1250,ORD-2250,2024-10-13,2024-10-18,Standard Class,CUST-1049,Kiara Reddy,Corporate,East,Technology,Phones,4,0.1,865.63,95.22
1251,ORD-2251,2024-04-27,2024-04-28,First Class,CUST-1050,Vihaan Nair,Consumer,South,Technology,Accessories,1,0.1,1144.44,125.89
1252,ORD-2252,2024-11-24,2024-11-28,Standard Class,CUST-1051,Vihaan Kumar,Consumer,West,Office Supplies,Art,4,0.2,380.94,53.33
1253,ORD-2253,2023-10-21,2023-10-26,Standard Class,CUST-1052,Anika Sharma,Corporate,East,Technology,Machines,1,0.0,1308.78,196.32
1254,ORD-2254,2023-07-10,2023-07-17,Standard Class,CUST-1053,Saanvi Kumar,Corporate,West,Office Supplies,Binders,6,0.0,209.11,46.0
1255,ORD-2255,2023-03-09,2023-03-10,First Class,CUST-1054,Arjun Verma,Corporate,East,Furniture,Bookcases,6,0.0,750.2,90.02
1256,ORD-2256,2023-01-05,2023-01-05,Same Day,CUST-1055,Anika Malhotra,Home Office,North,Furniture,Chairs,5,0.15,3877.71,232.66
1257,ORD-2257,2024-08-14,2024-08-19,Standard Class,CUST-1056,Vihaan Chopra,Consumer,East,Office Supplies,Binders,7,0.0,686.64,151.06
1258,ORD-2258,2023-04-14,2023-04-16,Second Class,CUST-1057,Saanvi Chopra,Corporate,North,Office Supplies,Storage,5,0.2,452.76,63.39
1259,ORD-2259,2024-07-17,2024-07-24,Standard Class,CUST-1058,Myra Nair,Home Office,North,Furniture,Chairs,5,0.2,3338.6,133.54
1260,ORD-2260,2024-04-28,2024-05-02,Second Class,CUST-1059,Kiara Desai,Consumer,South,Technology,Phones,8,0.0,3116.84,467.53
1261,ORD-2261,2023-12-16,2023-12-18,First Class,CUST-1060,Kiara Gupta,Corporate,North,Technology,Phones,4,0.0,1914.69,287.2
1262,ORD-2262,2024-04-18,2024-04-23,Standard Class,CUST-1061,Anika Iyer,Consumer,North,Furniture,Chairs,2,0.1,730.52,58.44
1263,ORD-2263,2023-08-10,2023-08-11,First Class,CUST-1062,Rohan Rao,Corporate,South,Technology,Phones,2,0.1,1009.31,111.02
1264,ORD-2264,2023-06-15,2023-06-22,Standard Class,CUST-1063,Arjun Desai,Corporate,South,Technology,Copiers,8,0.0,3882.99,582.45
1265,ORD-2265,2023-05-20,2023-05-21,First Class,CUST-1064,Reyansh Reddy,Consumer,East,Office Supplies,Paper,4,0.0,464.77,102.25
1266,ORD-2266,2024-03-17,2024-03-20,Second Class,CUST-1065,Ishaan Kumar,Home Office,West,Office Supplies,Art,9,0.0,657.02,144.54
1267,ORD-2267,2023-09-23,2023-09-29,Standard Class,CUST-1066,Riya Nair,Corporate,West,Office Supplies,Labels,12,0.0,1308.63,287.9
1268,ORD-2268,2023-11-26,2023-12-01,Standard Class,CUST-1067,Ananya Reddy,Home Office,North,Office Supplies,Labels,5,0.2,483.22,67.65
1269,ORD-2269,2024-05-03,2024-05-09,Standard Class,CUST-1068,Sai Gupta,Corporate,South,Technology,Copiers,11,0.2,11935.32,835.47
1270,ORD-2270,2024-03-12,2024-03-17,Standard Class,CUST-1069,Ira Desai,Consumer,West,Furniture,Tables,9,0.0,3464.98,415.8
1271,ORD-2271,2023-01-09,2023-01-12,Second Class,CUST-1070,Riya Malhotra,Home Office,West,Furniture,Chairs,9,0.0,822.69,98.72
1272,ORD-2272,2023-03-21,2023-03-22,First Class,CUST-1071,Aarav Desai,Consumer,East,Technology,Copiers,4,0.0,5558.34,833.75
1273,ORD-2273,2023-02-03,2023-02-04,First Class,CUST-1072,Saanvi Mehta,Consumer,North,Furniture,Furnishings,4,0.1,3023.71,241.9
1274,ORD-2274,2024-07-22,2024-07-27,Standard Class,CUST-1073,Vivaan Gupta,Corporate,North,Office Supplies,Art,6,0.0,452.8,99.62
1275,ORD-2275,2023-05-11,2023-05-18,Standard Class,CUST-1074,Riya Verma,Corporate,North,Technology,Accessories,7,0.15,3227.35,290.46
1276,ORD-2276,2024-03-16,2024-03-20,Standard Class,CUST-1075,Rohan Reddy,Consumer,South,Office Supplies,Paper,4,0.1,137.54,24.76
1277,ORD-2277,2024-03-21,2024-03-22,First Class,CUST-1076,Aarav Gupta,Corporate,North,Technology,Machines,1,0.1,1345.81,148.04
1278,ORD-2278,2023-06-19,2023-06-24,Standard Class,CUST-1077,Vivaan Patel,Home Office,North,Office Supplies,Storage,5,0.0,550.48,121.11
1279,ORD-2279,2023-09-11,2023-09-16,Standard Class,CUST-1078,Diya Desai,Consumer,North,Furniture,Bookcases,11,0.0,8144.35,977.32
1280,ORD-2280,2023-12-03,2023-12-04,First Class,CUST-1079,Navya Patel,Corporate,East,Furniture,Furnishings,12,0.0,8668.34,1040.2
1281,ORD-2281,2024-08-29,2024-09-01,Second Class,CUST-1080,Krishna Verma,Corporate,North,Office Supplies,Storage,3,0.0,287.09,63.16
1282,ORD-2282,2024-09-04,2024-09-10,Standard Class,CUST-1081,Arjun Singh,Consumer,West,Office Supplies,Labels,8,0.1,105.96,19.07
1283,ORD-2283,2023-01-16,2023-01-18,First Class,CUST-1082,Ananya Mehta,Corporate,East,Technology,Phones,2,0.15,1331.63,119.85
1284,ORD-2284,2023-10-08,2023-10-12,Standard Class,CUST-1083,Arjun Chopra,Consumer,North,Technology,Copiers,1,0.15,668.91,60.2
1285,ORD-2285,2024-11-06,2024-11-12,Standard Class,CUST-1084,Vihaan Verma,Consumer,East,Office Supplies,Paper,6,0.0,623.44,137.16
1286,ORD-2286,2023-04-13,2023-04-19,Standard Class,CUST-1085,Riya Iyer,Consumer,North,Furniture,Chairs,11,0.0,2139.71,256.77
1287,ORD-2287,2023-04-06,2023-04-13,Standard Class,CUST-1086,Vihaan Mehta,Corporate,North,Technology,Machines,3,0.1,1421.95,156.41
1288,ORD-2288,2024-08-11,2024-08-11,Same Day,CUST-1087,Aadhya Reddy,Corporate,North,Furniture,Tables,2,0.0,747.07,89.65
1289,ORD-2289,2023-12-08,2023-12-10,First Class,CUST-1088,Navya Gupta,Corporate,West,Office Supplies,Labels,6,0.0,520.32,114.47
1290,ORD-2290,2024-02-12,2024-02-17,Standard Class,CUST-1089,Ananya Chopra,Consumer,East,Technology,Machines,6,0.0,1768.33,265.25
1291,ORD-2291,2023-04-19,2023-04-20,First Class,CUST-1090,Rohan Iyer,Consumer,South,Technology,Copiers,3,0.2,3250.6,227.54
1292,ORD-2292,2023-06-16,2023-06-21,Standard Class,CUST-1091,Aarav Mehta,Consumer,North,Office Supplies,Labels,12,0.0,604.3,132.95
1293,ORD-2293,2023-01-01,2023-01-05,Standard Class,CUST-1092,Reyansh Gupta,Home Office,West,Office Supplies,Binders,2,0.15,72.16,11.55
1294,ORD-2294,2024-08-11,2024-08-18,Standard Class,CUST-1093,Kiara Verma,Consumer,South,Furniture,Tables,2,0.15,1640.12,98.41
1295,ORD-2295,2024-04-17,2024-04-19,Second Class,CUST-1094,Aadhya Rao,Consumer,North,Office Supplies,Art,1,0.0,55.13,12.13
1296,ORD-2296,2024-08-09,2024-08-10,First Class,CUST-1095,Arjun Rao,Consumer,South,Furniture,Furnishings,4,0.0,2528.41,303.41
1297,ORD-2297,2024-10-20,2024-10-25,Standard Class,CUST-1096,Reyansh Chopra,Home Office,East,Office Supplies,Binders,2,0.0,73.49,16.17
1298,ORD-2298,2024-04-20,2024-04-22,First Class,CUST-1097,Vivaan Nair,Home Office,West,Office Supplies,Art,12,0.1,394.2,70.96
1299,ORD-2299,2023-03-13,2023-03-18,Standard Class,CUST-1098,Myra Mehta,Consumer,West,Furniture,Furnishings,10,0.0,5429.98,651.6
1300,ORD-2300,2024-03-31,2024-04-04,Standard Class,CUST-1099,Aadhya Malhotra,Consumer,West,Furniture,Furnishings,6,0.0,4396.96,527.64
1301,ORD-2301,2023-10-28,2023-11-01,Standard Class,CUST-1100,Ishaan Chopra,Consumer,South,Furniture,Tables,8,0.0,1774.6,212.95
1302,ORD-2302,2023-08-21,2023-08-25,Standard Class,CUST-1101,Aditya Nair,Corporate,South,Technology,Copiers,12,0.0,10865.41,1629.81
1303,ORD-2303,2024-05-03,2024-05-05,Second Class,CUST-1102,Aadhya Chopra,Consumer,North,Office Supplies,Storage,2,0.1,111.35,20.04
1304,ORD-2304,2023-02-22,2023-02-22,Same Day,CUST-1103,Diya Desai,Home Office,South,Office Supplies,Art,7,0.15,351.77,56.28
1305,ORD-2305,2023-03-10,2023-03-14,Standard Class,CUST-1104,Ira Mehta,Consumer,South,Office Supplies,Labels,1,0.15,21.16,3.39
1306,ORD-2306,2023-12-09,2023-12-09,Same Day,CUST-1105,Diya Nair,Consumer,South,Technology,Copiers,7,0.0,2663.12,399.47
1307,ORD-2307,2023-08-05,2023-08-11,Standard Class,CUST-1106,Vihaan Kumar,Consumer,South,Office Supplies,Paper,3,0.2,73.58,10.3
1308,ORD-2308,2024-06-08,2024-06-13,Standard Class,CUST-1107,Ira Malhotra,Consumer,East,Office Supplies,Paper,1,0.0,91.41,20.11
1309,ORD-2309,2024-02-14,2024-02-15,First Class,CUST-1108,Rohan Mehta,Home Office,West,Technology,Machines,3,0.0,2131.04,319.66
1310,ORD-2310,2024-11-30,2024-12-04,Second Class,CUST-1109,Saanvi Malhotra,Home Office,North,Office Supplies,Paper,3,0.0,346.94,76.33
1311,ORD-2311,2023-03-24,2023-03-28,Standard Class,CUST-1110,Aadhya Chopra,Consumer,East,Office Supplies,Paper,6,0.0,560.93,123.4
1312,ORD-2312,2024-06-30,2024-07-04,Standard Class,CUST-1111,Aarav Singh,Consumer,West,Office Supplies,Paper,12,0.0,799.08,175.8
1313,ORD-2313,2023-12-01,2023-12-07,Standard Class,CUST-1112,Riya Mehta,Consumer,West,Office Supplies,Binders,7,0.0,835.08,183.72
1314,ORD-2314,2023-07-14,2023-07-19,Standard Class,CUST-1113,Navya Desai,Home Office,North,Office Supplies,Paper,9,0.2,312.7,43.78
1315,ORD-2315,2024-04-22,2024-04-26,Standard Class,CUST-1114,Ishaan Joshi,Consumer,North,Office Supplies,Binders,4,0.1,172.78,31.1
1316,ORD-2316,2024-10-28,2024-10-31,Second Class,CUST-1115,Aditya Reddy,Home Office,West,Office Supplies,Paper,1,0.1,54.91,9.88
1317,ORD-2317,2023-02-13,2023-02-15,First Class,CUST-1116,Aditya Iyer,Consumer,North,Furniture,Chairs,3,0.0,1229.19,147.5
1318,ORD-2318,2023-11-03,2023-11-10,Standard Class,CUST-1117,Riya Reddy,Consumer,South,Technology,Phones,10,0.0,9654.52,1448.18
1319,ORD-2319,2024-12-02,2024-12-06,Standard Class,CUST-1118,Saanvi Gupta,Consumer,East,Technology,Phones,1,0.0,1268.97,190.35
1320,ORD-2320,2024-10-12,2024-10-14,First Class,CUST-1119,Ishaan Patel,Corporate,North,Technology,Accessories,4,0.0,3855.24,578.29
1321,ORD-2321,2023-01-07,2023-01-10,Second Class,CUST-1120,Diya Singh,Consumer,North,Technology,Accessories,7,0.0,9878.7,1481.81
1322,ORD-2322,2023-09-12,2023-09-14,First Class,CUST-1121,Vivaan Singh,Consumer,East,Office Supplies,Art,10,0.2,869.69,121.76
1323,ORD-2323,2023-11-22,2023-11-28,Standard Class,CUST-1122,Aadhya Patel,Consumer,West,Office Supplies,Binders,9,0.15,734.79,117.57
1324,ORD-2324,2024-12-19,2024-12-20,First Class,CUST-1123,Riya Iyer,Consumer,West,Office Supplies,Paper,8,0.0,379.88,83.57
1325,ORD-2325,2023-08-25,2023-08-30,Standard Class,CUST-1124,Diya Mehta,Consumer,South,Technology,Copiers,5,0.2,6445.99,451.22
1326,ORD-2326,2023-09-20,2023-09-25,Standard Class,CUST-1125,Saanvi Nair,Corporate,East,Furniture,Furnishings,7,0.1,947.82,75.83
1327,ORD-2327,2024-01-22,2024-01-26,Second Class,CUST-1126,Navya Singh,Corporate,East,Technology,Accessories,4,0.3,2702.03,81.06
1328,ORD-2328,2024-04-06,2024-04-11,Standard Class,CUST-1127,Anika Gupta,Consumer,South,Technology,Phones,1,0.1,402.19,44.24
1329,ORD-2329,2023-07-24,2023-07-31,Standard Class,CUST-1128,Aarav Sharma,Consumer,West,Technology,Phones,1,0.3,111.04,3.33
1330,ORD-2330,2023-11-09,2023-11-16,Standard Class,CUST-1129,Reyansh Patel,Corporate,East,Technology,Machines,2,0.0,1767.24,265.09
1331,ORD-2331,2024-08-28,2024-08-30,Second Class,CUST-1130,Arjun Patel,Consumer,South,Office Supplies,Art,1,0.0,116.51,25.63
1332,ORD-2332,2023-08-26,2023-08-28,First Class,CUST-1131,Ira Patel,Corporate,West,Technology,Copiers,9,0.1,12023.76,1322.61
1333,ORD-2333,2024-02-16,2024-02-18,First Class,CUST-1132,Kiara Mehta,Consumer,West,Furniture,Bookcases,7,0.0,2907.89,348.95
1334,ORD-2334,2023-01-07,2023-01-11,Standard Class,CUST-1133,Krishna Verma,Consumer,West,Office Supplies,Storage,11,0.0,890.5,195.91
1335,ORD-2335,2024-05-16,2024-05-20,Standard Class,CUST-1134,Riya Malhotra,Consumer,East,Furniture,Bookcases,11,0.2,2347.78,93.91
1336,ORD-2336,2024-06-12,2024-06-14,First Class,CUST-1135,Rohan Patel,Corporate,North,Furniture,Bookcases,8,0.1,2444.56,195.56
1337,ORD-2337,2023-11-19,2023-11-25,Standard Class,CUST-1136,Ira Verma,Consumer,West,Technology,Copiers,8,0.2,7878.62,551.5
1338,ORD-2338,2024-12-12,2024-12-18,Standard Class,CUST-1137,Reyansh Patel,Consumer,East,Technology,Machines,1,0.1,1166.37,128.3
1339,ORD-2339,2023-04-08,2023-04-12,Standard Class,CUST-1138,Ira Joshi,Consumer,West,Office Supplies,Labels,2,0.1,20.16,3.63
1340,ORD-2340,2024-08-24,2024-08-29,Standard Class,CUST-1139,Navya Patel,Consumer,West,Furniture,Bookcases,1,0.15,855.16,51.31
1341,ORD-2341,2024-07-06,2024-07-10,Second Class,CUST-1140,Vivaan Singh,Corporate,North,Office Supplies,Paper,9,0.15,854.24,136.68
1342,ORD-2342,2024-11-06,2024-11-09,Second Class,CUST-1141,Aditya Desai,Consumer,East,Furniture,Bookcases,7,0.2,2050.57,82.02
1343,ORD-2343,2023-05-16,2023-05-17,First Class,CUST-1142,Anika Desai,Consumer,West,Office Supplies,Art,9,0.1,808.75,145.58
1344,ORD-2344,2023-05-01,2023-05-07,Standard Class,CUST-1143,Reyansh Joshi,Home Office,East,Office Supplies,Storage,3,0.1,141.24,25.42
1345,ORD-2345,2023-12-18,2023-12-22,Second Class,CUST-1144,Vivaan Patel,Consumer,South,Furniture,Chairs,8,0.0,5879.61,705.55
1346,ORD-2346,2024-11-25,2024-11-27,Second Class,CUST-1145,Vivaan Rao,Consumer,South,Office Supplies,Storage,9,0.1,725.24,130.54
1347,ORD-2347,2023-03-07,2023-03-12,Standard Class,CUST-1146,Aadhya Desai,Corporate,West,Technology,Machines,8,0.0,1934.34,290.15
1348,ORD-2348,2023-01-03,2023-01-10,Standard Class,CUST-1147,Aarav Gupta,Consumer,West,Furniture,Furnishings,6,0.0,2871.92,344.63
1349,ORD-2349,2023-02-19,2023-02-26,Standard Class,CUST-1148,Aarav Reddy,Consumer,West,Office Supplies,Binders,1,0.1,64.07,11.53
1350,ORD-2350,2024-09-30,2024-09-30,Same Day,CUST-1149,Vivaan Malhotra,Corporate,North,Technology,Phones,12,0.0,6948.15,1042.22
1351,ORD-2351,2024-12-06,2024-12-13,Standard Class,CUST-1150,Vihaan Mehta,Corporate,West,Technology,Copiers,11,0.1,1178.04,129.58
1352,ORD-2352,2024-04-19,2024-04-25,Standard Class,CUST-1151,Ishaan Joshi,Corporate,West,Office Supplies,Storage,10,0.1,97.41,17.53
1353,ORD-2353,2023-12-04,2023-12-10,Standard Class,CUST-1152,Saanvi Reddy,Consumer,North,Office Supplies,Labels,11,0.2,303.03,42.42
1354,ORD-2354,2024-01-15,2024-01-19,Standard Class,CUST-1153,Krishna Malhotra,Corporate,South,Office Supplies,Storage,7,0.1,361.91,65.14
1355,ORD-2355,2023-10-31,2023-11-04,Standard Class,CUST-1154,Aditya Reddy,Consumer,East,Technology,Copiers,9,0.15,12330.34,1109.73
1356,ORD-2356,2024-11-26,2024-12-01,Standard Class,CUST-1155,Anika Iyer,Consumer,West,Office Supplies,Binders,10,0.0,198.29,43.62
1357,ORD-2357,2023-11-11,2023-11-18,Standard Class,CUST-1156,Vihaan Joshi,Corporate,North,Technology,Machines,6,0.0,4367.58,655.14
1358,ORD-2358,2024-10-20,2024-10-22,First Class,CUST-1157,Saanvi Mehta,Home Office,East,Office Supplies,Art,4,0.0,198.64,43.7
1359,ORD-2359,2024-07-26,2024-07-31,Standard Class,CUST-1158,Krishna Chopra,Consumer,East,Furniture,Furnishings,12,0.1,5496.18,439.69
1360,ORD-2360,2024-07-31,2024-08-07,Standard Class,CUST-1159,Arjun Chopra,Consumer,North,Office Supplies,Art,12,0.0,721.1,158.64
1361,ORD-2361,2023-02-10,2023-02-11,First Class,CUST-1160,Kiara Nair,Corporate,East,Furniture,Tables,10,0.0,7847.62,941.71
1362,ORD-2362,2023-12-13,2023-12-19,Standard Class,CUST-1161,Aarav Verma,Consumer,North,Furniture,Tables,7,0.1,3977.68,318.21
1363,ORD-2363,2023-11-01,2023-11-08,Standard Class,CUST-1162,Myra Reddy,Home Office,North,Office Supplies,Paper,6,0.0,256.5,56.43
1364,ORD-2364,2023-11-28,2023-12-03,Standard Class,CUST-1163,Aarav Sharma,Corporate,East,Office Supplies,Paper,12,0.0,1148.27,252.62
1365,ORD-2365,2024-10-02,2024-10-08,Standard Class,CUST-1164,Aditya Nair,Consumer,North,Furniture,Furnishings,12,0.0,5941.32,712.96
1366,ORD-2366,2024-03-29,2024-04-02,Standard Class,CUST-1165,Ananya Gupta,Corporate,East,Furniture,Furnishings,10,0.0,4928.07,591.37
1367,ORD-2367,2024-12-26,2024-12-29,Second Class,CUST-1166,Aadhya Iyer,Consumer,North,Technology,Machines,6,0.0,3956.16,593.42
1368,ORD-2368,2024-11-09,2024-11-11,Second Class,CUST-1167,Aadhya Chopra,Home Office,East,Technology,Copiers,2,0.1,983.27,108.16
1369,ORD-2369,2024-12-26,2024-12-30,Second Class,CUST-1168,Aadhya Sharma,Corporate,West,Technology,Machines,10,0.0,12301.08,1845.16
1370,ORD-2370,2024-03-22,2024-03-26,Standard Class,CUST-1169,Vihaan Gupta,Home Office,North,Technology,Machines,12,0.2,14965.79,1047.61
1371,ORD-2371,2023-12-04,2023-12-08,Second Class,CUST-1170,Sai Joshi,Consumer,East,Office Supplies,Storage,8,0.0,683.09,150.28
1372,ORD-2372,2024-05-24,2024-05-26,Second Class,CUST-1171,Anika Chopra,Consumer,West,Technology,Accessories,8,0.0,6213.77,932.07
1373,ORD-2373,2024-10-26,2024-11-01,Standard Class,CUST-1172,Saanvi Chopra,Consumer,South,Office Supplies,Storage,2,0.1,54.3,9.77
1374,ORD-2374,2024-04-23,2024-04-27,Second Class,CUST-1173,Ananya Kumar,Consumer,East,Office Supplies,Storage,7,0.15,512.78,82.04
1375,ORD-2375,2024-03-31,2024-04-07,Standard Class,CUST-1174,Aditya Nair,Corporate,South,Furniture,Chairs,7,0.2,1240.82,49.63
1376,ORD-2376,2023-10-12,2023-10-14,Second Class,CUST-1175,Diya Desai,Consumer,East,Office Supplies,Art,8,0.1,923.35,166.2
1377,ORD-2377,2023-02-23,2023-02-25,First Class,CUST-1176,Rohan Joshi,Corporate,South,Office Supplies,Art,1,0.0,52.69,11.59
1378,ORD-2378,2023-11-06,2023-11-11,Standard Class,CUST-1177,Reyansh Singh,Home Office,West,Office Supplies,Art,9,0.1,580.17,104.43
1379,ORD-2379,2024-04-08,2024-04-12,Standard Class,CUST-1178,Reyansh Kumar,Corporate,North,Furniture,Bookcases,11,0.0,4589.13,550.7
1380,ORD-2380,2023-10-12,2023-10-19,Standard Class,CUST-1179,Aditya Rao,Corporate,North,Office Supplies,Binders,10,0.2,571.06,79.95
1381,ORD-2381,2023-12-11,2023-12-18,Standard Class,CUST-1180,Aarav Patel,Consumer,East,Furniture,Bookcases,6,0.15,4754.67,285.28
1382,ORD-2382,2024-08-09,2024-08-11,First Class,CUST-1181,Riya Rao,Corporate,East,Technology,Machines,11,0.0,11042.88,1656.43
1383,ORD-2383,2023-10-04,2023-10-09,Standard Class,CUST-1182,Anika Mehta,Home Office,West,Technology,Accessories,3,0.0,3810.66,571.6
1384,ORD-2384,2023-02-11,2023-02-18,Standard Class,CUST-1183,Kiara Reddy,Consumer,East,Office Supplies,Art,10,0.0,1140.91,251.0
1385,ORD-2385,2024-12-04,2024-12-09,Standard Class,CUST-1184,Anika Rao,Home Office,North,Furniture,Tables,7,0.1,4420.23,353.62
1386,ORD-2386,2024-03-15,2024-03-17,Second Class,CUST-1185,Sai Iyer,Corporate,East,Technology,Copiers,7,0.0,5590.99,838.65
